Page ID,Page name,Disclaimer,Amount spent (THB)
2230596726985945,ฮาย ปวิศรัฐฐ์ ติยะไพรัช,บริษัท เวิร์ค 360 จำกัด,≤100
622674297897819,Screenshirt2020,Screenshirt2020,≤100
177948972256358,เอกนัฏ พร้อมพันธุ์ (ขิง),Chonticha Mahachai,≤100
539119526485380,ทนายใหญ่ ธิมาชัย,ใหญ่ ธิมาชัย,≤100
108683518829164,ดร.ดุสิต  พันธุ์เสือ  พรรคประชาธิปัตย์จ. สมุทรปราการ เขต 2,Nuwat Chalerm-adirek,≤100
113067400607487,กันตพงศ์ ดีชัยยะ - แมพ,กันตพงศ์ ดีชัยยะ - แมพ,≤100
100624122148338,โรงพยาบาลรวมใจรักษ์ สุขุมวิท 62 Ruamjairak Hospital Sukhumvit 62,โรงพยาบาลรวมใจรักษ์ สุขุมวิท 62 Ruamjairak Hospital Sukhumvit 62,≤100
101504656149099,Peace Sasipatra  - พีซ ศศิร์ภัทรา,Peace Sasipatra  - พีซ ศศิร์ภัทรา,≤100
113855987049534,โอเล่ เอกชัย ผ่องจิตร์,โอเล่ เอกชัย ผ่องจิตร์,≤100
258984171484737,นนท์ นนทิวรรธน์,วรรณชัย เรือนแก้ว,≤100
2131398436998925,ชนินทร์ รุ่งแสง ปชป.,ชนินทร์ รุ่งแสง ปชป.,≤100
1635406246730420,วรงค์ เดชกิจวิกรม - Warong Dechgitvigrom,Supaporn Sakuljuy,≤100
100985972856061,ธนพจน์ ทรัพย์ยอดแก้ว - Thanapoj Subyodkaew,Thanapoj Subyodkaew,≤100
115905241390909,เนเน่ รัดเกล้า สุวรรณคีรี,Rudklao Intawong Suwankiri,≤100
100247225805300,ธนิต สุขทอง พรรคประชาธิปัตย์ เขต5 นนทบุรี,These ads ran without a disclaimer,≤100
152665702176493,Ringsideการเมือง,Ringsideการเมือง,≤100
104427797605274,พี่ต่อ ดร.เฉลิมชัย ศรีอ่อน “คำไหน-คำนั้น”,พี่ต่อ ดร.เฉลิมชัย ศรีอ่อน “คำไหน-คำนั้น”,≤100
100893829013139,ภูริวรรธก์ ใจสำราญ - Puriwat Chaisamran,Puriwat Chaisamran,≤100
243465416352138,พรรคเพื่อชาติ,บริษัท เวิร์ค 360 จำกัด,≤100
382558248956531,กมลพัฒน์  ปุงบางกะดี่  เขตบางขุนเทียน,กมลพัฒน์  ปุงบางกะดี่  เขตบางขุนเทียน,≤100
115922723434700,ครูเจพีสรุปย่อ for Teacher,ครูเจพีสรุปย่อ for Teacher,≤100
100761582502948,จารุพล เรืองสุวรรณ - อาจารย์จา,Charupol Ruangsuwan,≤100
175034722553191,ดร.ลีลาวดี วัชโรบล,ลีลาวดี วัชโรบล,≤100
101015808041186,ป้ายชื่อตั้งโต๊ะทำงาน เสริมบารมี ราคาถูก,These ads ran without a disclaimer,≤100
426973790733296,ถาวร เสนเนียม,ถาวร เสนเนียม,≤100
116679231319335,ตุ๊ก - กานสินี,Dunyawat  Bamrungchan,≤100
109316932096944,ดร.พร้อมพงศ์ นพฤทธิ์ - Dr.Prompong Nopparit,Prompong Nopparit,≤100
107612328588715,The Voters,สันติสุข กาญจนประกร,≤100
224633698033299,The Better news,The Better news,≤100
135182934814,กรุงเทพธุรกิจ,These ads ran without a disclaimer,≤100
112073738279329,สิงโต - ศักดิ์สิทธิ์ ขาวทอง,สิงโต - ศักดิ์สิทธิ์ ขาวทอง,≤100
365923533756876,Kleens อกไก่ปั่น,สันตยุต ทองวิลาศ,≤100
106804542303183,สำนักงานกฎหมายทนายใหญ่,สำนักงานกฎหมายทนายใหญ่,≤100
109890411945719,นพ.ญาณกิตติ์ ห่วงทรัพย์,Natthavut Damtongsuk,≤100
113001706909463,สส.เป้ นภาพร เพ็ชร์จินดา Dr.Napaporn Petchinda,สส.เป้ นภาพร เพ็ชร์จินดา Dr.Napaporn Petchinda,≤100
102530815945359,องอาจ วชิรพงศ์,Areeya Namdokmai,≤100
104393812499502,ชีทสรุปกฎหมาย สำหรับสอบราชการ พนักงานราชการ by.kantap,ชีทสรุปกฎหมาย สำหรับสอบราชการ พนักงานราชการ by.kantap,≤100
102338865875475,เจนเชียร์ลุง,These ads ran without a disclaimer,≤100
118563167838903,พรรคถิ่นกาขาวชาววิไล l Thinkakaochaovilai Party,These ads ran without a disclaimer,≤100
2151302718520482,ธิดารัตน์ ยิ่งเจริญ Tidarat Yingcharoen,ธิดารัตน์ ยิ่งเจริญ Tidarat Yingcharoen,≤100
236273556827372,ข้อสอบพิชิตดาว ยศ.ทบ. อาจารย์ปุญ,These ads ran without a disclaimer,≤100
1105604039583762,Line One สว.นท. ขอเชิญส่งประวัติ ส่วนตัว องค์กร เพื่อเข้ารับรางวัลประจำปี,Suksan Booran,≤100
2009054229181721,Nattacha Boonchaiinsawat - ณัฐชา บุญไชยอินสวัสดิ์,ณัฐชา บุญไชยอินสวัสดิ์,≤100
746897038728067,นพ.บัญญัติ เจตนจันทร์,นพ.บัญญัติ เจตนจันทร์,≤100
108508377637861,มุ้งจีบพระราม2 โรงงานผลิตมุ้งจีบ มุ้งลวด เหล็ดดัดทุกชนิด,กุหลาบ บัวสด,≤100
118757751143686,อิทธิพล ชลธราศิริ - Itthiphon Chontharasiri - แบงค์ชัย,Itthiphon Chontharasiri,≤100
530945957405983,Nitipon Piwmow - นิติพล ผิวเหมาะ,Nitipon Piwmow,≤100
100545119426784,พีระพันธุ์ FC,Bunsong Rodyo,≤100
447363965435712,FaFa Travel โดย บริษัท ซอฟต์แวร์ไฟล จำกัด,These ads ran without a disclaimer,≤100
102584764717617,ผ้าเก่าๆของวินเทจน้อย,These ads ran without a disclaimer,≤100
100530401779420,พรรคไทยภักดี,พรรคไทยภักดี,≤100
877369462441031,ปูอัด ไชยามพวาน ว่าที่ผู้สมัคร ส.ส. เขตจอมทอง พรรคก้าวไกล,Chaiyamparwaan Manpianjit,≤100
111494824691027,มงคล เหลี่ยมวัฒนกุล - Mongkol Liamwattanakul,มงคล เหลี่ยมวัฒนกุล - Mongkol Liamwattanakul,≤100
106561034744198,ลอรี่ - พงศ์พล ยอดเมืองเจริญ,ลอรี่ - พงศ์พล ยอดเมืองเจริญ,≤100
100915662043252,Denis Ads.,บริษัท เดนิส แอดส์ จำกัด,≤100
108515294626891,สอบข้าราชการท้องถิ่น By Thurakan,Chiraphorn Thuree,≤100
101903785231136,นายกไก่กังวาล ศักดิ์ชัย พิศาลผล,Thanachit Phraemuang,≤100
102099148270519,เเนวข้อสอบราชการออนไลน์,These ads ran without a disclaimer,≤100
601953326929372,ธัญวัจน์ กมลวงศ์วัฒน์ - Tunyawaj Kamolwongwat,Tunyawaj Kamolwongwat,≤100
12105421715,Blognone,These ads ran without a disclaimer,≤100
100298682713615,เสื้อวินเทจ ลายมัน ผ้าดำ,เสื้อวินเทจ ลายมัน ผ้าดำ,≤100
114914794432449,กฎหมายใช้สอบราชการ by Æ+,กฎหมายใช้สอบราชการ by Æ+,≤100
117958994526730,สจ.ยงยศ มัธยัสสิน,สจ.ยงยศ มัธยัสสิน,≤100
113023081702937,ธีระ สลักเพชร,ธีระ สลักเพชร,≤100
260794047962523,รศ.ดร.รงค์ บุญสวยขวัญ เขต1 นครศรีธรรมราช พลังประชารัฐ,These ads ran without a disclaimer,≤100
2178581919056294,Nitchanan Wangkahat,These ads ran without a disclaimer,≤100
111981083759952,พรรคก้าวไกล ตราด,Pannasate Numnoo,≤100
106492485566151,วิชิต วราศิริกุล เพื่อทุ่งครุ-ราษฎร์บูรณะ เราทำได้,Nattagid Manasermwong,≤100
109253101480638,วรท ศิริรักษ์ - Warot Sirirak,วรท ศิริรักษ์ - Warot Sirirak,≤100
100165239168253,โกหนึ่ง กิตติ กิตติธรกุล,These ads ran without a disclaimer,≤100
613689015307999,ส.ส.แมน ฉัตรพันธ์ เดชกิจสุนทร,ส.ส.แมน ฉัตรพันธ์ เดชกิจสุนทร,≤100
